Prompts,Answers
How can the tuning direction be set in AutoTuner?,"User-defined coefficient values (coeff_perform, coeff_power, coeff_area) of three objectives to set the direction of tuning are written in the script. Each coefficient is expressed as a global variable at the get_ppa function in PPAImprov class in the script (coeff_perform, coeff_power, coeff_area). Efforts to optimize each of the objectives are proportional to the specified coefficients."
How to set the direction of tuning in AutoTuner?,"In AutoTuner, user-defined coefficient values (coeff_perform, coeff_power, coeff_area) direct the tuning efforts towards optimizing performance, power, and area. These coefficients are globally declared in the PPAImprov class's get_ppa function."
What environment is required for AutoTuner?,"To set up AutoTuner, make sure you have a virtual environment set up with Python 3.9.X. There are plenty of ways to do this, we recommend using Miniconda, which is a free minimal installer for the package manager conda."
What environment is necessary for operating AutoTuner?,"To set up AutoTuner, make sure you have a virtual environment set up with Python 3.9.X. There are plenty of ways to do this, we recommend using Miniconda, which is a free minimal installer for the package manager conda."
What environment is required for AutoTuner?,"To initiate AutoTuner, ensure the setup of a virtual environment using Python 3.9.X, with Miniconda recommended for managing the environment."
Which parameters/variables can be used for tune or sweep?,Any variable that can be set from the command line can be used for tune or sweep.
What parameters or variables can be tuned or swept in AutoTuner?,Any variable that can be set from the command line can be used for tune or sweep.
Which parameters/variables can be used for tune or sweep?,Variables settable via command line can be employed for tuning or sweeping parameters.
How to add verilog designs to ORFS repository for a full RTL-GDS flow execution?,The following design example is based on the design spm that implements a Single-port memory using gf180 platform. This procedure applies to any design for a given platform you choose. Start from the base directory OpenROAD-flow-scripts/flow. Step 1: Create the Verilog source files directory based on the top module name. Step 2: Create config.mk to define design configuration. Step 3: Define key design parameters in config.mk. Step 4: Define SDC constraints. Step 5: Add the design name to Makefile to run the flow with the make command.
How can Verilog designs be added to the ORFS repository for complete RTL-GDSII flow execution?,The following design example is based on the design spm that implements a Single-port memory using gf180 platform. This procedure applies to any design for a given platform you choose. Start from the base directory OpenROAD-flow-scripts/flow. Step 1: Create the Verilog source files directory based on the top module name. Step 2: Create config.mk to define design configuration. Step 3: Define key design parameters in config.mk. Step 4: Define SDC constraints. Step 5: Add the design name to Makefile to run the flow with the make command.
How to add verilog designs to ORFS repository for a full RTL-GDS flow execution?,"Describing a design example for a Single-port memory using the gf180 platform, this process is adaptable to any design. It includes creating a Verilog source directory, configuring design settings in config.mk, defining key parameters, setting SDC constraints, and incorporating the design into the Makefile for execution."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export PLATFORM?","While designing spm that implements a Single-port memory using gf180 platform, the export PLATFORM value can be gf180."
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export PLATFORM?","While designing spm that implements a Single-port memory using gf180 platform, the export PLATFORM value can be gf180."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export PLATFORM?","For a Single-port memory design on the gf180 platform, the export PLATFORM variable should be set to gf180."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export DESIGN_NAME?","While designing spm that implements a Single-port memory using gf180 platform, the value of the parameter, export DESIGN_NAME can be spm."
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export DESIGN_NAME?","While designing spm that implements a Single-port memory using gf180 platform, the value of the parameter, export DESIGN_NAME can be spm."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export DESIGN_NAME?","When designing a Single-port memory on the gf180 platform, the export DESIGN_NAME should be assigned to spm."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export VERILOG_FILES?","For the value of export VERILOG_FILES parameter while designing spm that implements a Single-port memory using gf180 platform, it can be $(sort $(wildcard ./designs/src/$(DESIGN_NICKNAME)/*.v))"
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export VERILOG_FILES?","For the value of export VERILOG_FILES parameter while designing spm that implements a Single-port memory using gf180 platform, it can be $(sort $(wildcard ./designs/src/$(DESIGN_NICKNAME)/*.v))"
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export VERILOG_FILES?",The export VERILOG_FILES parameter should be set to include all Verilog files under the design nickname directory for a Single-port memory design on the gf180 platform.
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export SDC_FILE?","The parameter, export SDC_FILE can have the value ./designs/$(PLATFORM)/$(DESIGN_NICKNAME)/constraint.sdc  while designing spm that implements a Single-port memory using gf180 platform"
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export SDC_FILE?","The parameter, export SDC_FILE can have the value ./designs/$(PLATFORM)/$(DESIGN_NICKNAME)/constraint.sdc  while designing spm that implements a Single-port memory using gf180 platform"
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export SDC_FILE?","While designing a Single-port memory on the gf180 platform, the export SDC_FILE parameter should be set to the constraint file path."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export CORE_UTILIZATION?", The value of CORE_UTILIZATION may be subjective but one value for CORE_UTILIZATION while designing spm that implements a Single-port memory using gf180 platform40
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export CORE_UTILIZATION?", The value of CORE_UTILIZATION may be subjective but one value for CORE_UTILIZATION while designing spm that implements a Single-port memory using gf180 platform40
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export CORE_UTILIZATION?","The CORE_UTILIZATION value, while subjective, could be set to 40 for a Single-port memory design on the gf180 platform."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export PLACE_DENSITY    ","The value of the parameter, export PLACE_DENSITY while designing spm that implements a Single-port memory can be 0.6."
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export PLACE_DENSITY?","The value of the parameter, export PLACE_DENSITY while designing spm that implements a Single-port memory can be 0.6."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export PLACE_DENSITY    ","For a Single-port memory design, the export PLACE_DENSITY should be set to 0.6."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export TNS_END_PERCENT?","The value of the parameter, export TNS_END_PERCENT while designing spm that implements a Single-port memory can be 100."
"For a Single-port memory design using the gf180 platform, what should be the value for the parameter, export TNS_END_PERCENT?","The value of the parameter, export TNS_END_PERCENT while designing spm that implements a Single-port memory can be 100."
"While designing spm that implements a Single-port memory using gf180 platform, what can be the value of the following parameter, export TNS_END_PERCENT?","In the case of a Single-port memory design, the export TNS_END_PERCENT should be 100."
What is the function of the Environment Variables for the OpenROAD Flow Scripts?,"Environment variables are used in the OpenROAD flow to define various platform, design, and tool-specific variables to allow finer control and user overrides at various flow stages. These are defined in the config.mk file located in the platform and design-specific directories."
How do Environment Variables influence the OpenROAD Flow Scripts?,"Environment variables are used in the OpenROAD flow to define various platform, design, and tool-specific variables to allow finer control and user overrides at various flow stages. These are defined in the config.mk file located in the platform and design-specific directories."
What is the function of the Environment Variables for the OpenROAD Flow Scripts?,"The OpenROAD flow utilizes environment variables defined in the config.mk file to specify various platform, design, and tool-specific settings, offering detailed control and customization at different stages."
"What does the general variables for all stages, SKIP_REPORT_METRICS do?","The SKIP_REPORT_METRICS general variable if set to 1, then metrics, report_metrics does nothing. This is useful to speed up builds."
What is the role of the SKIP_REPORT_METRICS variable in all stages?,"The SKIP_REPORT_METRICS general variable if set to 1, then metrics, report_metrics does nothing. This is useful to speed up builds."
"What does the general variables for all stages, SKIP_REPORT_METRICS do?","If the SKIP_REPORT_METRICS variable is set to 1, metrics and report_metrics are bypassed, which accelerates the build process."
"Can you explain the usage of the Library Setup variable, PROCESS?","The variable, PROCESS signifies a technology node or process in use."
Can you detail the PROCESS variable in Library Setup?,"The variable, PROCESS signifies a technology node or process in use."
"Can you explain the usage of the Library Setup variable, PROCESS?",The PROCESS variable indicates the technology node or process in use.
"What is the function of the Library Setup variable, CORNER?",This CORNER variable specifies the Library to select based on corner BC/TC/WC.
What is the purpose of the CORNER variable in Library Setup?,This CORNER variable specifies the Library to select based on corner BC/TC/WC.
"What is the function of the Library Setup variable, CORNER?",The CORNER variable determines the Library selection based on corner cases like BC/TC/WC.
"What is the description of Library Setup variable, TECH_LEF","This variable, TECH_LEF, stipulates a technology LEF file of the PDK that includes all relevant information regarding metal layers, vias, and spacing requirements."
What does the TECH_LEF variable in Library Setup describe?,"This variable, TECH_LEF, stipulates a technology LEF file of the PDK that includes all relevant information regarding metal layers, vias, and spacing requirements."
"What is the description of Library Setup variable, TECH_LEF","TECH_LEF defines a technology LEF file from the PDK containing details on metal layers, vias, and spacing requirements."
"What is the description of Library Setup variable, SC_LEF",SC_LEF is used to specify the path to the technology standard cell LEF file.
What does the SC_LEF variable in Library Setup denote?,SC_LEF is used to specify the path to the technology standard cell LEF file.
"What is the description of Library Setup variable, SC_LEF",SC_LEF specifies the path to the technology standard cell LEF file.
"What is the function of the Library Setup variable, GDS_FILES",GDS_FILES specifies the path to platform GDS files.
What is the role of the GDS_FILES variable in Library Setup?,GDS_FILES specifies the path to platform GDS files.
"What is the function of the Library Setup variable, GDS_FILES",GDS_FILES sets the path to platform GDS files.
"What is the description of Library Setup variable, LIB_FILES","LIB_FILES enumerates a Liberty file of the standard cell library with PVT characterization, input and output characteristics, timing, and power definitions for each cell."
What does the LIB_FILES variable in Library Setup specify?,"LIB_FILES enumerates a Liberty file of the standard cell library with PVT characterization, input and output characteristics, timing, and power definitions for each cell."
"What is the description of Library Setup variable, LIB_FILES","LIB_FILES lists a Liberty file for the standard cell library, including PVT characterization, and definitions of input/output characteristics, timing, and power for each cell."
"Can you explain the usage of the Library Setup variable, DONT_USE_CELLS?","In OpenROAD Flow Scripts, the DONT_USE_CELLS variable stores a list of cells to avoid when performing both synthesis and place & route. Basic wildcard patterns (*) are supported. You may want to mark a cell as dont_use for several reasons, including 1) some cells may have complicated pin access patterns which are more likely to cause design rule violations during detailed routing, 2) some cells may be more prone to manufacturing variation, and will cause difficulty to close timing constraints, 3) A designer may not want to use certain cells during the implementation flow."
How is the DONT_USE_CELLS variable used in Library Setup?,"In OpenROAD Flow Scripts, the DONT_USE_CELLS variable stores a list of cells to avoid when performing both synthesis and place & route. Basic wildcard patterns (*) are supported. You may want to mark a cell as dont_use for several reasons, including 1) some cells may have complicated pin access patterns which are more likely to cause design rule violations during detailed routing, 2) some cells may be more prone to manufacturing variation, and will cause difficulty to close timing constraints, 3) A designer may not want to use certain cells during the implementation flow."
"Can you explain the usage of the Library Setup variable, DONT_USE_CELLS?","In OpenROAD Flow Scripts, DONT_USE_CELLS stores cells to avoid during synthesis and place & route, supporting basic wildcard patterns (*), due to reasons like complex pin access, susceptibility to manufacturing variation, or simply preference."
What does restructuring do?,"Restructuring (the rst module) uses logic resynthesis to optimize combinational logic paths. Restructuring can be performed in either area or delay mode. Area mode will optimize the logic cell area of the paths, whereas delay mode will optimize for delay. An Area Mode Example: restructure -liberty_file ckt.lib -target area -tielo_pin ABC -tiehi_pin DEF. For Timing Mode Example: restructure -liberty_file ckt.lib -target delay -tielo_pin ABC -tiehi_pin DEF -slack_threshold 1 -depth_threshold 2."
How does restructuring contribute to design optimization?,"Restructuring (the rst module) uses logic resynthesis to optimize combinational logic paths. Restructuring can be performed in either area or delay mode. Area mode will optimize the logic cell area of the paths, whereas delay mode will optimize for delay. An Area Mode Example: restructure -liberty_file ckt.lib -target area -tielo_pin ABC -tiehi_pin DEF. For Timing Mode Example: restructure -liberty_file ckt.lib -target delay -tielo_pin ABC -tiehi_pin DEF -slack_threshold 1 -depth_threshold 2."
What does restructuring do?,Restructuring optimizes combinational logic paths in area or delay modes.
Is there a way of knowing which instances were modified by resize command ?,"The Resizer module (rsz) can modify the netlist by inserting or removing buffers, as well as increasing or decreasing the drive strength of cells. rsz does not save a log of which instances were modified, because it would create an excessively long log file. A recommended workaround solution would be to save a layout file (such as DEF or ODB) before performing resizing, and then compare it to a layout file after resizing."
Is it possible to identify instances modified by the resize command?,"The Resizer module (rsz) can modify the netlist by inserting or removing buffers, as well as increasing or decreasing the drive strength of cells. rsz does not save a log of which instances were modified, because it would create an excessively long log file. A recommended workaround solution would be to save a layout file (such as DEF or ODB) before performing resizing, and then compare it to a layout file after resizing."
Is there a way of knowing which instances were modified by resize command ?,Resizer modifies the netlist by adjusting buffer sizes and cell drive strengths without detailed modification logs.
How can I improve runtime?,"In OpenROAD, the runtime of the software is directly related to 1) the modeling accuracy and 2) the circuit optimization effort. Improving runtime is usually a tradeoff of one of these two categories. If you are comfortable with reducing optimization effort, such as when performing design space exploration, you could try the following techniques: 1) Relaxing timing constraints in the SDC file, 2) skipping unnesessary optimization routines, such as setup and hold time fixing, 3) Stopping the design flow early, such as after the placement step or clock tree synthesis (CTS) step."
How might I enhance the runtime efficiency of my design?,"In OpenROAD, the runtime of the software is directly related to 1) the modeling accuracy and 2) the circuit optimization effort. Improving runtime is usually a tradeoff of one of these two categories. If you are comfortable with reducing optimization effort, such as when performing design space exploration, you could try the following techniques: 1) Relaxing timing constraints in the SDC file, 2) skipping unnesessary optimization routines, such as setup and hold time fixing, 3) Stopping the design flow early, such as after the placement step or clock tree synthesis (CTS) step."
How can I improve runtime?,"OpenROAD runtime is influenced by modeling accuracy and optimization efforts, with trade-offs for runtime improvement."
Why does my design take so long?,"In OpenROAD, the runtime of the design can be affected by several factors: 1) the size of the netlist. Designs with a large number of instances (100k or more) can take significantly longer than small designs. 2) the physical area of the design. Designs with large die areas (~1 mm^2 or larger) can take longer because of having to store the die size in memory. 3) improper timing constraints. Designs with excessive timing constaints can cause optimization algorithms, particularly Resizer (rsz) to take excessively long. 4) host machine constraints. Large designs can require a large amount of RAM to run. If the required memory exceeds your machine's available memory, the runtime will be significantly increased. Additionally, OpenROAD scales well with core count, so using a CPU with a greater number of cores can improve runtime."
What factors contribute to prolonged design processing times?,"In OpenROAD, the runtime of the design can be affected by several factors: 1) the size of the netlist. Designs with a large number of instances (100k or more) can take significantly longer than small designs. 2) the physical area of the design. Designs with large die areas (~1 mm^2 or larger) can take longer because of having to store the die size in memory. 3) improper timing constraints. Designs with excessive timing constaints can cause optimization algorithms, particularly Resizer (rsz) to take excessively long. 4) host machine constraints. Large designs can require a large amount of RAM to run. If the required memory exceeds your machine's available memory, the runtime will be significantly increased. Additionally, OpenROAD scales well with core count, so using a CPU with a greater number of cores can improve runtime."
Why does my design take so long?,"Netlist size, design area, timing constraints, and machine capabilities affect OpenROAD's runtime."
What is DBU?,"In OpenROAD, database units (DBU) are an integer representation of distance on a chip. In the LEF/DEF format, each technology specifies a conversion factor in terms of DBU/micron. For example, if a technology used a conversion factor of 2000 DBU/micron, that would mean that each DBU represents 0.0005 micron or 0.5 nm. The purpose for using DBU is that it enables faster calculation and no loss of precision compared to floating point representations."
Can you explain the concept of DBU in OpenROAD?,"In OpenROAD, database units (DBU) are an integer representation of distance on a chip. In the LEF/DEF format, each technology specifies a conversion factor in terms of DBU/micron. For example, if a technology used a conversion factor of 2000 DBU/micron, that would mean that each DBU represents 0.0005 micron or 0.5 nm. The purpose for using DBU is that it enables faster calculation and no loss of precision compared to floating point representations."
What is DBU?,"Database units (DBU) represent distance on a chip, converting to microns for precision without floating point errors."
How do I convert from DBU?,"In OpenROAD, an integer DBU value can be converted to a floating point micron value by using the ord::dbu_to_microns function"
How is conversion from DBU performed?,"In OpenROAD, an integer DBU value can be converted to a floating point micron value by using the ord::dbu_to_microns function"
How do I convert from DBU?,DBU values convert to microns using ord::dbu_to_microns function.
How to access GUI,OpenROAD's GUI can be started in two ways. One is to use the -gui flag when invoking OpenROAD from the command line (e.g. openroad -gui). The other option is to use the gui::show function from inside the openroad command interpreter.
How can the GUI be accessed in OpenROAD?,OpenROAD's GUI can be started in two ways. One is to use the -gui flag when invoking OpenROAD from the command line (e.g. openroad -gui). The other option is to use the gui::show function from inside the openroad command interpreter.
How to access GUI,OpenROAD's GUI is accessible via command line flag or internal show function.
Which commands are essential for manipulating design data in OpenROAD?,"OpenROAD is run using Tcl scripts. The following commands are used to read and write design data.
read_lef [-tech] [-library] filename
read_def filename
write_def [-version 5.8|5.7|5.6|5.5|5.4|5.3] filename
read_verilog filename
write_verilog filename
read_db filename
write_db filename
write_abstract_lef filename"
"What do these Debug output mean?
[INFO MPL-0024] [Multilevel Autoclustering] Creating clustered netlist.
[INFO MPL-0039] [Coarse Shaping] Determining shape functions for clusters.
[INFO MPL-0028] [Hierarchical Macro Placement] Placing clusters and macros.
[INFO MPL-0037] Updated location of 95 macros
Delete buffers for RTLMP flow...
[INFO RSZ-0026] Removed 0 buffers.","Messages with the MPL prefix are from the macro placement (mpl) module. These messages are progress messages, informing the user which step of the HierRTLMP flow is being executed."
