code,prompt
"# Get the current design block
block = design.getBlock()

# Retrieve the capacitor-coupled segments
cc_segments = block.getCCSegs()

# Get all instances
insts = block.getInsts()

# Dictionary to store source type of instances on level 1 whose master cells are either NAND or NOR
src_type = {}

# Iterate through each instance
for inst in insts:
    # Get the library cell of the instance
    master = inst.getMaster()
    
    # Check if the library cell is special power type
    if master.isSpecialPower():
        # Set the master of the instance as frozen so dbMTerms cannot be added or delete from the master once it is frozen.
        inst.getMaster().setFrozen(True)
    
    # Check if the name of library cell is ""NAND2_X1"" or ""NOR3_X1"" and the instance is on level 1
    if (master.getName() == ""NAND2_X1"" or master.getName() == ""NOR3_X1"") and inst.getLevel() == 1:
        # Store the source type of the instance in the dictionary
        src_type[inst.getName()] = inst.getSourceType()","Retrieve the capacitor-coupled segments and frozen the library cells with special power type, then get source type of all the instances on level 1 whose master cells are either ""NAND2_X1"" or ""NOR3_X1""."
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Find the instance '_411_'
inst1 = block.findInst('_411_')

# Set user-defined flags 1 and 3 for instance '_411_'
inst1.setUserFlag1()
inst1.setUserFlag3()

# Find the instance 'input1'
inst2 = block.findInst('input1')

# Mark the first output nets of the instances '_411_' and 'input1'
net1 = inst1.getFirstOutput().getNet()

# Dictionary to store instance transform offsets
inst_transform_offset_dict = {}

# Iterate through each instance
for inst in insts:
    # Check if the master cell name is ""AND2X_1""
    if inst.getMaster().getName() == ""AND2X_1"":
        # Store the offset of the instance with master 'AND2_X1'
        inst_transform_offset_dict[inst.getName()] = inst.getTransform().getOffset()","Set user-defined flags 1 and 3 for instance '_411_' and mark the first output nets of the instances '_411_' and 'input1', followed by getting the offset of the instances whose master is 'AND2_X1' in the form of dictionary with instance name as key."
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store instances and their respective regions
inst_regions = {}

# List to store pad instances on level 0
inst_list = []

# Iterate through each instance
for inst in insts:
    # Store instance name and its region in the inst_regions dictionary
    inst_regions[inst.getName()] = inst.getRegion()
    
    # Check if the instance is a pad and it's on level 0
    if inst.isPad() and inst.getLevel() == 0:
        # Append the instance to the list of pad instances
        inst_list.append(inst)
    
    # Check if the instance name is ""input1""
    if inst.getName() == ""input1"":
        # Iterate through each pin of the instance
        for pin in inst.getITerms():
            # Get the net connected to the pin
            net = pin.getNet()
            # Check if the net exists
            if net:
                # Set RC disconnected for the net
                net.setRCDisconnected(True)",Retrieve the instances and their corresponding areas if they are PAD or any of its subtypes and set as level 0. Proceed to disconnect the RC for the networks associated with the 'input1' instance.
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store offsets of instances whose master cell is 'NAND2_X1'
NAND_offsets = {}

# Iterate through each instance
for inst in insts:
    # Check if the library cell name is ""NAND2_X1""
    if inst.getMaster().getName() == ""NAND2_X1"":
        # Store the xy location of the instance
        NAND_offsets[inst.getName()] = inst.getTransform().getOffset()
    
    # Check if the instance name is ""_411_""
    if inst.getName() == ""_411_"":
        # Iterate through each pin of the instance
        for pin in inst.getITerms():
            # Get the net connected to the pin
            net = pin.getNet()
            # Check if the net exists
            if net:
                # Set RC disconnected for the net
                net.setRCDisconnected(True)
",Get the offset of all 'NAND2_X1' cells and set the RC disconnected for the nets of the instance 'input1'.
"# Get the current block of the design
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get the count of Manufacturing Grid
mfg = tech.getManufacturingGrid()

# Find the net with name ""req_msg[13]""
net = block.findNet(""req_msg[13]"")

# Set the Capacitance Coupling Adjust Order of the net to 1
net.setCcAdjustOrder(1)","Get the count of manufacturing grid and set the capacitance Coupling Adjust Order of the net with name ""req_msg[13]"" to 1."
"# Get the nets of the input pins of instance 'output53'

block = design.getBlock()

# find the instance 'output53'
inst = block.findInst('output53')

# Initialize a list to store nets of input pins
input_nets = []

# Get all input pins (ITerms) of the instance
pins = inst.getITerms()

# Iterate through all input pins
for pin in pins:
    # Check if the pin is an input signal
    if pin.isInputSignal() and pin:
        # If it's an input signal, add its net to the list
        input_nets.append(pin.getNet())",get the nets connected to the input pins of the instance 'output53'
"# Retrieve all instances that have a hierarchy and whose library cell type is 'AND2_X1' and are on level 1.

block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store matching instances
inst_list = []

# Iterate through all instances
for inst in insts:
    # Check if the instance has hierarchy, its library cell is 'AND2_X1', and it is on level 1
    if inst.isHierarchical() and inst.getMaster().getName()==""AND2_X1"" and inst.getLevel() == 1:
        # Add the instance to the list
        inst_list.append(inst)",Retrieve all instances that have a hierarchy and whose library cell type is 'AND2_X1' and are on level 1.
"# Get the resistor segments

# Get the design block
block = design.getBlock()

# Return the resistor segments
RSegs = block.getRSegs()",get the resistor segments of the design block
"# Retrieve the LEQ (Logical equivalent) information associated with the library cell of instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Get the library cell associated with the instance
master = inst.getMaster()

# Retrieve the LEQ information
leq_info = master.getLEQ()",Retrieves the LEQ (Logical equivalent) information associated with the library cell of instance '_411_'
"# Get all the pad and set as level 1

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store matching instances
inst_list = []

# Iterate through all instances
for inst in insts:
    # Check if the instance is a pad and it is level 1
    if inst.isPad() and inst.getLevel() == 1:
        # Add the instance to the list
        inst_list.append(inst)",get all the pad instances that are level 1 
"# Get the vertical thickness multiplier for the IO pin placer's parameters and set corner avoidance to 50

# Get the IO pin placer
iop = design.getIOPlacer()

# Get the parameters of the IO pin placer
parameters = iop.getParameters()

# Set corner avoidance to 50
parameters.setCornerAvoidance(50)

# Return the vertical thickness multiplier
verticalThicknessMultiplier = parameters.getVerticalThicknessMultiplier()",get the vertical thickness multiplier for the IO pin placer's parameters and set corner avoidance to 50
"# Get the design block
block = design.getBlock()

# Find the instance named ""FILLER_0_17_159""
inst = block.findInst(""FILLER_0_17_159"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Reverse the resistor segment sequence of the net
        net.reverseRSegs()
",Reverse the resistor segment seqence of the nets of the instance FILLER_0_17_159
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets with wire-ordered flag set as True
ordered_wires = []

# Iterate through each net
for net in nets:
    # Check if the wire-ordered flag is set to true
    if net.isWireOrdered():
        # Append the net to the list
        ordered_wires.append(net)","Get the nets if their wire-ordered flag is set as True, and return it as a list"
"# Get the design block
block = design.getBlock()

# List to store nets with ordered wires
ordered_wires = []

# List of net names
nets = [
    ""net1"",
    ""net10"",
    ""net11"",
    ""net12"",
    ""net13"",
    ""net14"",
    ""net15"",
    ""net16"",
    ""net17"",
    ""net18"",
    ""net19""
]

# Iterate through each net name
for name in nets:
    # Find the net object by name
    net = block.findNet(name)
    
    # Set the wire ordered flag to true
    net.setWireOrdered(True)
    
    # Append the net to the list of nets with ordered wires
    ordered_wires.append(net)","Set the wires ordered flag to true for the following nets and return a list of these nets: net1, net10, net11, net12, net13, net14, net15, net16, net17, net18, net19
"
"# Get the design block
block = design.getBlock()

# List to store nets 
altered_wires_net = []

# List of net names
nets = [
    ""_000_"",
    ""_001_"",
    ""_002_"",
    ""_003_"",
    ""_004_"",
    ""_005_"",
    ""_006_"",
    ""_007_"",
    ""_008_"",
    ""_009_"",
    ""_010_""
]

# Iterate through each net name
for name in nets:
    # Find the net object by name
    net = block.findNet(name)
    
    # Set the wire update flag to true
    net.setWireAltered(True)
    
    # Append the net to the list of nets
    altered_wires_net.append(net)","Set the wire update flag to true for the wires of the following nets and return a list of these nets: _000_, _001_, _002_, _003_, _004_, _005_, _006_, _007_, _008_, _009_, _010_
"
"# Get the design block
block = design.getBlock()

# List to store selected nets
selected_nets = []

# List of net names to select
net_names = [
    ""net1"",
    ""net10"",
    ""net11"",
    ""net12"",
    ""net13"",
    ""net14"",
    ""net15"",
    ""net16"",
    ""net17"",
    ""net18"",
    ""net19""
]

# Iterate through each net name
for name in net_names:
    # Find the net object by name
    net = block.findNet(name)
    
    # Set the net as selected
    net.setSelect(True)
    
    # Append the selected net to the list
    selected_nets.append(net)","set the select flag true for the following nets and return the list of these nets: net1, net10, net11, net12, net13, net14, net15, net16, net17, net18, net19
"
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets
wild_connected_nets = []

# Iterate through each net
for net in nets:
    # Check if the net is connected using a wild-card
    if net.isWildConnected():
        # Append the net to the list
        wild_connected_nets.append(net)",Get the nets connected using a wild-card.
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets marked as ""do not touch""
do_not_touch_nets = []

# Iterate through each net
for net in nets:
    # Check if the net is set as ""do not touch""
    if net.isDoNotTouch():
        # Append the net to the list
        do_not_touch_nets.append(net)",Get the nets that are set as do not touch and return as a list
"# Get the design block
block = design.getBlock()

# Find the instance named ""input6""
inst = block.findInst(""input6"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective coupled capacitor adjust orders
net_Cc_adjust_order = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its coupled capacitor adjust order in the dictionary
        net_Cc_adjust_order[net.getName()] = net.getCcAdjustOrder()",Get the coupled capacitor adjust order for the nets of the instance input6 and return the result as a dict with key being net name and value being the coupled capacitor adjust order
"# Get the design block 
block = design.getBlock()

# Find the instance named ""input6""
inst = block.findInst(""input6"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective wire types
net_wire_type = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its wire type in the dictionary
        net_wire_type[net.getName()] = net.getWireType()",Get the wire types of the nets connecting to the instance input6 and return the result as a dictionary with key being net name and value being the wire type
"# Get the design block
block = design.getBlock()

# List to store marked nets
marked_nets = []

# List of net names to mark
nets_to_mark = [
    ""resp_msg[4]"",
    ""resp_msg[5]"",
    ""resp_msg[6]"",
    ""resp_msg[7]"",
    ""resp_msg[8]"",
    ""resp_msg[9]"",
    ""resp_rdy"",
    ""resp_val""
]

# Iterate through each net name
for name in nets_to_mark:
    # Find the net object by name
    net = block.findNet(name)
    
    # Set the mark flag of the net to True
    net.setMark(True)
    
    # Append the marked net to the list
    marked_nets.append(net)","Set mark flags to the nets resp_msg[4], resp_msg[5], resp_msg[6], resp_msg[7], resp_msg[8], resp_msg[9], resp_rdy, resp_val and return the list of market nets."
"# Get thedesign block
block = design.getBlock()

# Find the instance named ""input6""
inst = block.findInst(""input6"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective total resistances
net_total_resistance = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its total resistance in mil ohms in the dictionary
        net_total_resistance[net.getName()] = net.getTotalResistance()","Get the total resistance in mil ohms of the nets connecting to the instance ""input6"" and return the result as a dict using net name as key and resistance as value"
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets connected by abutment
abutment_nets = []

# Iterate through each net
for net in nets:
    # Check if the net have its pins connected by abutment
    if net.isConnectedByAbutment():
        # Append the net to the list
        abutment_nets.append(net)",Get the nets that have their pins connected by abutment and return as a list
"# Get the design block
block = design.getBlock()

# Find the instance named ""_699_""
inst = block.findInst(""_699_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective coupled capacitor match ratio
net_cc_match_ratio = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its coupled capacitor match ratio in the dictionary
        net_cc_match_ratio[net.getName()] = net.getCcMatchRatio()","Get the coupled capacitor match ratio of the nets connecting to the instance ""_699_"" and return as a dict using net name as key and coupled capacitor match ratio as value"
"# Get the design block
block = design.getBlock()

# Find the instance named ""input10""
inst = block.findInst(""input10"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective node capacitors
net_cap_nodes = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its cap nodes in the dictionary
        net_cap_nodes[net.getName()] = net.getCapNodes()","Get the node capacitor of the RC segment belong to each net connecting to the instance input10, and return the result as a dict with net name being keys and node capacitors as values"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal4""
layer = tech.findLayer('metal4')
# Return the pitch of the layer
pitch = layer.getPitch()","Get the pitch setting of ""metal 4"" layer"
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store extracted nets
extracted_nets = []

# Iterate through each net
for net in nets:
    # Check if the net is extracted
    if net.isExtracted():
        # Append the extracted net to the list
        extracted_nets.append(net)",Get all extracted nets as a list
"# Get the design block
block = design.getBlock()

# Find the instance named ""input10""
inst = block.findInst(""input10"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective routing guides
net_guides = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its routing guides in the dictionary
        net_guides[net.getName()] = net.getGuides()","Get the routing guides of the nets connecting to the instance ""input10"" as a dictionary, using net name as keys and routing guide as values"
"# Get the design block
block = design.getBlock()

# Find the instance named ""FILLER_0_17_13""
inst = block.findInst(""FILLER_0_17_13"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective tracks
net_tracks = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its tracks in the dictionary
        net_tracks[net.getName()] = net.getTracks()","Get the tracks of the nets connecting to the instance ""FILLER_0_17_13"", and return it as a dict using net name as keys and tracks as values"
"# Get the design block
block = design.getBlock()

# Find the instance named ""rebuffer29""
inst = block.findInst(""rebuffer29"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Reverse the coupled capacitor segments of the net
        net.reverseCCSegs()",Reverse the coupled capacitor segments of the nets connecting to the instance called rebuffer29
"# Get the design block
block = design.getBlock()

# Find the instance named ""rebuffer9""
inst = block.findInst(""rebuffer9"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective driving ITerms
net_driving_iterm = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its driving term id assigned of this net. -1 if not set, 0 if non existent
        net_driving_iterm[net.getName()] = net.getDrivingITerm()","Get the driving term ids for the nets connecting to the instance rebuffer9, and return the rsult as a dict using net name as keys and driving term ids as values"
"# Get the design block
block = design.getBlock()

# Find the instance named ""_706_""
inst = block.findInst(""_706_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective Cap node counts
net_cap_node_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its node capacitor count in the dictionary
        net_cap_node_count[net.getName()] = net.getCapNodeCount()","Get the node capacitor count of RC segments of the nets connecting to the instance _706_, and return the result as a dictionary with keys being net name, and values being node capacitor count  "
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets that are RC graphs
rc_graph_nets = []

# Iterate through each net
for net in nets:
    # Check if the rc_graph flag set, and the flag is set when Rseg and CapNodes were created
    if net.isRCgraph():
        # Append the net to the list 
        rc_graph_nets.append(net)","Get all the nets if their rc_graph flag is set, and return the result as a list"
"# Get the design block
block = design.getBlock()

# Find the instance named ""split30""
inst = block.findInst(""split30"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective term counts
net_term_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and the amount of pins and ports of this net in the dictionary
        net_term_count[net.getName()] = net.getTermCount()","Get the amount of pins and ports of the nets connecting to the instance ""split30"" and return it as a dictionary with net name being keys"
"# Get the design block
block = design.getBlock()

# Find the instance named ""clkbuf_0_clknet_2_3__leaf_clk""
inst = block.findInst(""clkbuf_0_clknet_2_3__leaf_clk"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective x-talk classes
net_X_Talk_class = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its x-talk class in the dictionary
        net_X_Talk_class[net.getName()] = net.getXTalkClass()","Get the x-talk-class of the nets connecting to the instance ""clkbuf_0_clknet_2_3__leaf_clk"", as a dictionary with the net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""rebuffer5""
inst = block.findInst(""rebuffer5"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective first BTerms
net_first_bterms = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its first BTerm in the dictionary
        net_first_bterms[net.getName()] = net.get1stBTerm()","Get the first port of the nets connecting to the instance rebuffer5, as a dictionary with the net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""input22""
inst = block.findInst(""input22"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective R segment counts
net_R_seg_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its R segment count in the dictionary
        net_R_seg_count[net.getName()] = net.getRSegCount()","Get the R segment count of the RC network connected to the nets of the instance input22, return the result as a dictionary with net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""_686_""
inst = block.findInst(""_686_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective nondefault rule applied for wiring
net_non_default_rule = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and the nondefault rule applied to this net for wiring in the dictionary, returns nullptr if there is no nondefault rule.
        net_non_default_rule[net.getName()] = net.getNonDefaultRule()",Get the nondefault rule applied to the nets connected to the instance _686_ as a dictionary with the net names as key values.
"# Get the design block
block = design.getBlock()

# Find the instance named ""_706_""
inst = block.findInst(""_706_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective zeroth R segments
net_zero_R_segment = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its zeroth R segment in the dictionary
        net_zero_R_segment[net.getName()] = net.getZeroRSeg()",Get the zeroth R segment of the nets of the instance _706_ as a dictionary with the net names as key values.
"# Get the current design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers defined in the technology
layers = tech.getLayers()

# Dictionary to store layer directions with their names
layer_direction_dict = {}

# Dictionary to store upper and lower layers of the 'poly' layer
poly_upper_lower_layers = {}

# Iterate through each layer
for layer in layers:
    # Store the direction of the layer with its name in the dictionary
    layer_direction_dict[layer.getName()] = layer.getDirection()
    
    # If the layer name is 'poly', store its upper and lower layers
    if layer.getName() == ""poly"":
        poly_upper_lower_layers = {
            ""upper"": layer.getUpperLayer(),
            ""lower"": layer.getLowerLayer()
        }

# Create a result dictionary containing layer directions and 'poly' upper and lower layers
result = {
    ""layer_directions"": layer_direction_dict,
    ""poly"": poly_upper_lower_layers
}","Get the routing directions of the layers with their names as keys and also get the layers above and below the layer with name 'poly'. Finally, return them as dict of dicts"
"def get_io_placer_report():
    # Get the IO Placer object of the design
    iop = design.getIOPlacer()

    # Get the parameters of the IO Placer
    parameters = iop.getParameters()

    # Construct the output string with corner avoidance, HPWL report, and number of slots
    output_string = ""Corner Avoidance: {}\nHPWL Report: {}\nNumber of slots: {}"".format(
        parameters.getCornerAvoidance(),
        parameters.getReportHPWL(),
        parameters.getNumSlots()
    )

    return output_string

# Call the function to get the IO Placer report
io_placer_report = get_io_placer_report()","Get the corner avoidance, number of slots and HPWL report of the IO pin placer"
"def get_io_placer_lengths():
    # Get the IO Placer object of the design
    iop = design.getIOPlacer()

    # Get the parameters of the IO Placer
    parameters = iop.getParameters()

    # Return the vertical and horizontal length as a tuple
    return (parameters.getVerticalLength(), parameters.getHorizontalLength())

# Call the function to get the lengths
io_placer_lengths = get_io_placer_lengths()",Get the vertical and horizontal length of the setting of the IO pin placer
"from openroad import Tech, Design

tech = Tech()
# Make sure you have files read into OpenROAD DB
design = Design(tech)

floorplan = design.getFloorplan() 
# Set the floorplan utilization to 50% 
floorplan_utilization = 50 
# Set the aspect ratio of the design (height/width) as 0.66 
floorplan_aspect_ratio = 0.66 
# Set the spacing between core and die as 10 um
floorplan_core_spacing = [design.micronToDBU(10) for i in range(4)] 
# Find the site in lef
site = floorplan.findSite(""site_name"")
floorplan.initFloorplan(floorplan_utilization, floorplan_aspect_ratio,  
                        floorplan_core_spacing[0], floorplan_core_spacing[1], 
                        floorplan_core_spacing[2], floorplan_core_spacing[3], site) 
floorplan.makeTracks()","Show me the piece of code to perform floorplanning using a utilization rate of 50% and an aspect ratio of 0.66, and set the spacing between the core and the die to 10 microns"
"def get_master_types_of_instances():
    # Get the current design block from the OpenROAD database
    block = ord.get_db_block()

    # Retrieve all instances present in the design block
    insts = block.getInsts()

    # Initialize an empty list to store the names of library cell type for each instance
    masters_list = []

    # Iterate over each instance in the design block
    for inst in insts:
        # Retrieve the library cell type of the current instance
        master_type = inst.getMaster()
        # Get the name of the library cell type
        master_type_name = master_type.getName()
        # Append the name of the library cell type to the list
        masters_list.append(master_type_name)

    return masters_list

# Call the function to get the master types
master_types_list = get_master_types_of_instances()",Give me the names of library cell type of every instance
"def get_instance_levels():
    # Get the current design block from the OpenROAD database
    block = ord.get_db_block()
    
    # Retrieve all instances present in the design block
    insts = block.getInsts()
    
    # Dictionary to store the level of each instance
    level_of_instance = {}
    
    # Iterate over each instance in the design block
    for inst in insts:
        # Retrieve the name of the instance and its level, then store it in the dictionary
        level_of_instance[inst.getName()] = inst.getLevel()

    return level_of_instance

# Call the function to get the instance levels
instance_levels = get_instance_levels()",Get the level of all instances with the instance name as a dictionary. Key of the dictionary is name of the instance and value is the level of the instance
"def get_const_names_of_instances():
    # Get the current design block from the OpenROAD database
    block = ord.get_db_block()
    
    # Retrieve all instances present in the design block
    insts = block.getInsts()
    
    # Initialize an empty list to store the constant names of the instances
    const_name = []
    
    # Iterate over each instance in the design block
    for inst in insts:
        # Append the constant name of the instance
        const_name.append(inst.getConstName())

    return const_name

# Call the function to get the constant names
constant_names = get_const_names_of_instances()",Get all the Constant names of the instances and return as list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
print("" name       | net_type | pin&wire_capacitance"")
# Retrieve all nets present in the design block
nets = block.getNets()
# Iterate over each net in the design block
for net in nets:
        # Get the net capacitance
        pin_and_wire_cap = timing.getNetCap(net, corner, timing.Max)
        # Get the name of the net
        net_name = net.getName()
        # Get the signal Type of the net
        net_type = net.getSigType()
        print(f""{net_name:<12}| {net_type:<9}| {pin_and_wire_cap:19.4e}"")","Write a code to Print the name of the net, its net type, and the wire capacitance of all the nets"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Retrieve all instances present in the design block
insts = block.getInsts()
print("" name        | rise_arrival_time | fall_arrival_time | rise_slack | fall_slack | slew"")
# Iterate over each instance in the design block
for inst in insts:
        # Get the pins associated with the instance
        inst_ITerms = inst.getITerms()
        # Iterate through all the pins
        for pin in inst_ITerms:
                # Check if the pin is in supply
                if design.isInSupply(pin):
                        continue
                # Get the pin name
                pin_name = design.getITermName(pin)
                # Get the pin rising arrival time
                pin_rise_arr = timing.getPinArrival(pin, timing.Rise)
                # Get the pin fall arrival time
                pin_fall_arr = timing.getPinArrival(pin, timing.Fall)
                # Get the pin rise slack
                pin_rise_slack = timing.getPinSlack(pin, timing.Fall, timing.Max)
                # Get the pin fall slack
                pin_fall_slack = timing.getPinSlack(pin, timing.Rise, timing.Max)
                # Get the pin slew
                pin_slew = timing.getPinSlew(pin)
                print(f""{pin_name:<12} | {pin_rise_arr:17.4e} | {pin_fall_arr:17.4e} | {pin_rise_slack:10.4e} | {pin_fall_slack:10.4e} | {pin_slew:6.4e}"") ","Write a code to print all the pin names, rising arrival time, fall arrival time, rise stack, fall stack and slew of all the pins"
"def get_number_of_library_cell_types():
    # Get the OpenROAD database
    db = ord.get_db()
    
    # Get the number of library cell types
    return db.getNumberOfMasters()

# Call the function to get the number of library cell types
num_library_cell_types = get_number_of_library_cell_types()",Get the number of library cells in the library
"def calculate_die_area():
    # Get the design block
    block = ord.get_db_block()

    # Get the die area of the design
    area = block.getDieArea()

    # Get the width and height of the die area
    dx = area.dx()
    dy = area.dy()

    # Calculate the die area
    die_area = dx * dy

    return die_area

# Call the function to calculate the die area
die_area = calculate_die_area()",Get the die area
"def calculate_core_area():
    # Get the design block
    block = ord.get_db_block()

    # Get the core area of the design
    area = block.getCoreArea()

    # Get the width and height of the core area
    dx = area.dx()
    dy = area.dy()

    # Calculate the core area
    core_area = dx * dy

    return core_area

# Call the function to calculate the core area
core_area = calculate_core_area()",Get the core area
"def report_global_connections():
    # Get the design block
    block = ord.get_db_block()

    # Report global connection of the design
    global_connection = block.reportGlobalConnect()

    return global_connection

# Call the function to report global connections
global_connections = report_global_connections()",Report all the global connection rules
"def calculate_total_pins():
    # Get the design block
    block = ord.get_db_block()

    # Initialize a variable to store the total number of pins
    total_pins = 0

    # Get instances
    insts = block.getInsts()

    # Iterate over instances
    for inst in insts:
        # Add the number of pins of the instance to the total
        total_pins += len(inst.getITerms())

    return total_pins

# Call the function to calculate the total number of pins
total_pins = calculate_total_pins()",Get the total number of pins
"def check_clock_nets_exist():
    # Get the design block
    block = ord.get_db_block()

    # Initialize a list to store clock nets
    clock_nets = []

    # Get all nets
    nets = block.getNets()

    # Iterate over nets
    for net in nets:
        # Check if the net is a CLOCK net
        if net.getSigType() == 'CLOCK':
            clock_nets.append(net)

    # Check if CLOCK nets exist
    return len(clock_nets) > 0

# Call the function to check for the existence of clock nets
clock_nets_exist = check_clock_nets_exist()",Check if the design has any clock nets
"def count_power_and_ground_nets():
    # Get the design block
    block = ord.get_db_block()

    # Initialize variables to count power and ground nets
    power_nets = 0
    ground_nets = 0

    # Get all nets
    nets = block.getNets()

    # Iterate over nets
    for net in nets:
        # Check if the net is a POWER net
        if net.getSigType() == 'POWER':
            power_nets += 1
        # Check if the net is a GROUND net
        elif net.getSigType() == 'GROUND':
            ground_nets += 1

    # Return the counts of power and ground nets
    return power_nets, ground_nets

# Call the function to get the counts of power and ground nets
power_net_count, ground_net_count = count_power_and_ground_nets()",Get the total number of power and ground nets
