code,prompt
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name ""input1"" as mentioned in the prompt
inst = block.findInst(""input1"")
# Get the Bounding box of the instance
BBox = inst.getBBox()
# Get the X Minimum of the Bounding Box of the instance
xmin = BBox.xMin()
# Get the Y Minimum of the Bounding Box of the instance
ymin = BBox.yMin()
# Get the X Maximum of the Bounding Box of the instance
xmax = BBox.xMax()
# Get the Y Maximum of the Bounding Box of the instance
ymax = BBox.yMax()
return [[xmin,ymin],[xmax,ymax]]","Get the Bounding Box of an instance named ""input1"". Return a list of coordinates (Xmin, Ymin in one list and Xmax, Ymax in next list) "
"# Get all the libraries in the database
libs = db.getLibs()
d = {}
# Iterate through all the libraries files
for lib in libs:
        # Get the library cells of the library
        masterCells = lib.getMasters()
        cells = []
        # Iterate through all the library cells
        for master in masterCells:
                # Append the library cell to the cells
                cells.append(master)
        d[lib.getName()] = cells
return d",Get all the library cells as a dictionary of list. Key of the dictionary is library name and the value is the list of all the library cells in the library file 
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Retrieve all nets present in the design block
nets = block.getNets()
result = []
# Iterate over each net in the design block
for net in nets:
        # Get the Pins of the net
        pins = net.getITerms()
        # Check if the length of number of pins of net is Zero
        if len(pins)==0:
                # Append the net to the result
                result.append(net)
return result",Get all the nets which are not connected to any pins and return them as list.
"# Get OpenDB
db = ord.get_db()
# Get all read libraries
libs = db.getLibs()
# Create a list to store the names
libcell_name_list = []
# Iterate through all libraries
for lib in libs:
	# Get all library cells in this library file
        lib_masters = lib.getMasters()
	# Iterate through all library cells
        for master in lib_masters:
		# Get the name of the library cell
                libcell_name = master.getName()
		# Add the name to the list
                libcell_name_list.append(libcell_name)
return libcell_name_list",Get the name of every liberty cell
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
orientation = []
# Retrieve all instances present in the design block
insts = block.getInsts()
# Iterate over each instance in the design block
for inst in insts:
        # Append the get rotation of the instance
        orientation.append([inst.getName(), inst.getOrient()])
return orientation",Get the rotations of all instances as a list of lists
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name 'input1' as mentioned in the prompt
inst = block.findInst('input1')
# Set the rotation of the instance as ""MX""
inst.setOrient('MX')",Set the rotation of an instance 'input1' as 'MX'
"# Get the current block from the design
block = design.getBlock()

# Retrieve the instance ""output53"" within the design
inst = block.findInst('output53')

# Initialize a list to store the net of the output pin
output_nets = []

pins = inst.getITerms()
        
# Iterate through each pin of the instance
for pin in pins:
    # Check if the pin represents as an output signal
    if pin.isOutputSignal():
        # Retrieve the net associated with this output pin
        net = pin.getNet()
        # If net is not None then append it to the output_net
        if net:
            output_nets.append(net)
        
# Return the net connected to the output pin of the specified instance
return output_nets",get the nets of the output pins of the instance 'output53'
"# Get the width and height of the bounding box of instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with the specified name
inst = block.findInst('_411_')

# Get the Bounding Box
bounding_box = inst.getBBox()

# Get the DX and DY of the Bounding Box of the instance
return (bounding_box.getDX(), bounding_box.getDY())",Get the width and height of the bounding box of instance '_411_'
"# Set the level of all 'AND2_X1' gate instances in the design to 1

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Iterate through all instances
for inst in insts:
    # Check if the instance's master name contains 'AND2_X1'
    if inst.getMaster().getName() == 'AND2_X1':
        # Set the level of the instance to 1
        inst.setLevel(1, False)",set the level of all 'AND2_X1' gate instance in the design to 1
"# Get the coordinates of the lower-left corner of the bounding box of the instances whose library cell type is 'AND2_X1'

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store the coordinates of the lower-left corner of the bounding box of the instances
inst_to_master_transform_offset = {}

# Iterate through all instances
for inst in insts:
    
    # Check if the name of the library cell type is 'AND2_X1'
    if inst.getMaster().getName() == 'AND2_X1':
        # Add the instance name and the coordinates of the lower-left corner of the bounding box to the dictionary
        inst_to_master_transform_offset[inst.getName()] = inst.getTransform().getOffset()

# Return the dictionary containing the coordinates of the lower-left corner of the bounding box of the instances
return inst_to_master_transform_offset",Get the coordinates of the lower-left corner of the bounding box of the instances whose library cell type is 'AND2_X1'
"# Get the coordinates of the lower-left corner of the bounding box of the instances whose library cell type is 'AND2_X1'

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store the coordinates of the lower-left corner of the bounding box of the instances
inst_to_master_transform_offset = {}

# Iterate through all instances
for inst in insts:
    
    # Check if the name of the library cell type is 'AND2_X1'
    if inst.getMaster().getName() == 'AND2_X1':
        # Add the instance name and the coordinates of the lower-left corner of the bounding box to the dictionary
        inst_to_master_transform_offset[inst.getName()] = inst.getOrigin()

# Return the dictionary containing the coordinates of the lower-left corner of the bounding box of the instances
return inst_to_master_transform_offset",Get the coordinates of the lower-left corner of the bounding box of the instances whose library cell type is 'AND2_X1'
"# Retrieve the orientation of instances that have 'AND2_X1' as their library cell type.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store the orientation of instances
inst_to_master_transform_orient = {}

# Iterate through all instances
for inst in insts:
    # Check if the master name is 'AND2_X1'
    if inst.getMaster().getName() == 'AND2_X1':
        # Add the instance name and its rotation to the dictionary
        inst_to_master_transform_orient[inst.getName()] = inst.getTransform().getOrient()

# Return the dictionary containing the orientation of instances
return inst_to_master_transform_orient",Retrieve the rotation of instances that have 'AND2_X1' as their library cell type.
"# Retrieve the orientation of instances that have 'AND2_X1' as their library cell type.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store the orientation of instances
inst_to_master_transform_orient = {}

# Iterate through all instances
for inst in insts:
    # Check if the master name is 'AND2_X1'
    if inst.getMaster().getName() == 'AND2_X1':
        # Add the instance name and its rotation to the dictionary
        inst_to_master_transform_orient[inst.getName()] = inst.getOrient()

# Return the dictionary containing the orientation of instances
return inst_to_master_transform_orient",Retrieve the rotation of instances that have 'AND2_X1' as their library cell type.
"# Get the first output pin of an instance and map it to the instance names as the value in the dictionary.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store instances and their output pins
inst_outputs = {}

# Iterate through all instances
for inst in insts:
    # Add the instance name and its first output pin to the dictionary
    inst_outputs[inst.getName()] = inst.getFirstOutput()

# Return the dictionary containing instances and their output pins
return inst_outputs",Get the first output pin of an instance and map it to the instance names as the value in the dictionary.
"# Set the user-defined flags 1and 3 to true for instance '_411_' and return the instance

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Set the user-defined flags 1 and 3 to true
inst.setUserFlag1()
inst.setUserFlag3()

# Return the modified instance
return inst",Set the user-defined flags 1and 3 to true for instance '_411_' and return the instance
"# Get the ul, ll, lr, ur coordinates of the placement bounding box of the master cell of the instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Get the master cell associated with the instance
master = inst.getMaster()

# Get the placement bounding box of the master cell
placement_boundary = master.getPlacementBoundary()

# Get the coordinates of the placement bounding box

# Upper Left placement bounding box
ul = placement_boundary.ul()

# Lower Left Left placement bounding box
ll = placement_boundary.ll()

# Lower Right placement bounding box
lr = placement_boundary.lr()

# Upper Right placement bounding box
ur = placement_boundary.ur()

# Return the coordinates
coordinates = [ul, ur, lr, ll]
return coordinates","get the upper left, upper right, lower left, lower right coordinates of the placement bounding box of the master cell of the instance '_411_'"
"# Get the current block of the design
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Find the instance '_411_'
inst = block.findInst('_411_')

# Check if instance '_411_' is type ENDCAP or any of its subtypes
inst_is_endcap = inst.isEndCap()

# Clear user-defined flags of instance '_411_'
inst.clearUserFlag1()
inst.clearUserFlag2()
inst.clearUserFlag3()

# List to store instances having hierarchy and whose library cell name is ""AND2X_1"" and on level 1
inst_list = []

# Iterate through each instance
for inst in insts:
    # Check if the instance is hierarchical, its library cell name is ""AND2X_1"", and is level 1
    if inst.isHierarchical() and inst.getMaster().getName() == ""AND2X_1"" >= 0 and inst.getLevel() == 1:
        # Append the instance to the list
        inst_list.append(inst)

# Return a tuple containing the status of the instance '_411_' to determine if it is of type ENDCAP or any of its subtypes, along with a list of instances that have a hierarchy.
return (inst_is_endcap, inst_list)
","Check if the instance '_411_' is type ENDCAP or any of its subtypes, and clear user-defined flags of instance '_411_', then get all the instances with hierarchicy and whose library cell is AND2X_1 and the instance is level 1."
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name 'input1' as mentioned in the prompt
inst = block.findInst('input1')
# Get the corresponding design block of the instance
return inst.getBlock()","Given the instance name 'input1', get the design block this instance belongs to."
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the DB units per micron
return block.getDbUnitsPerMicron()",Convert 1 um to units used in this technology in OpenROAD
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the DEF units of this technology
return block.getDefUnits()",Get the DEF units of this technology.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the db rows
rows = block.getRows()
d = {}
# Iterate through all the rows
for row in rows:
        # Get the name of the db row
        name = row.getName()
        # Get the spacing of the db row
        spacing = row.getSpacing()
        d[row] = [name, spacing]
return d","Get the rows with its name and spacing in a form of a dictionary. The key of the dictionary is the row object, the value is a list containing name and spacing of the row object"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Set the unit used in def file to 3000 as mentioned in the prompt
block.setDefUnits(3000)",Set the def units per micron to 3000
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the modules
modules = block.getModules()
module_names = []
# Iterate through all the modules
for module in modules:
        # Append the names of the module
        module_names.append(module.getName())
return module_names",Get all the modules and return the names of modules as a list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name 'input1' as mentioned in the prompt
inst = block.findInst(""inpu1"")
inst.setUserFlag1()","Set user-defined flag 1 to ture on the instance with name ""input1"""
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
adjust_factor = []
# Iterate through all the nets
for net in nets():
        # Append the capacitance coupling adjust factor of the net
        adjust_factor.append(net.getCcAdjustFactor())
return adjust_factor",Get the capacitance coupling Adjust Factor of every net and return them as a list.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
adjust_order = []
# Iterate throgh all the nets
for net in nets():
        # Append the capacitance coupling adjust order of the net
        adjust_order.append(net.getCcAdjustOrder())
return adjust_order",Get the capacitance coupling Adjust Order of every net and return them as a list.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
track_list = []
# Iterate throgh all the nets
for net in nets:
        # Get the tracks of the net
        tracks = net.getTracks()
        # Append the tracks to the track list
        track_list.append(tracks)
return track_list",Get the tracks of every net as a list of lists. Each list in the output list should contain the tracks of respective net
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name 'input1' as mentioned in the prompt
inst = block.findInst(""input1"")
# Get the nets of the instance
nets = inst.getNets()
track_list = []
# Iterate through all the nets
for net in nets:
        # Get the tracks of the net
        tracks = net.getTracks()
        track_list.append(tracks)
return track_list","Get the tracks of nets that are connected to instance with name ""input1"" as a list of list. Each list in the output list should contain the tracks of respective net"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the nets
nets = block.getNets()
types = []
# Iterate through all the nets
for net in nets:
        # Append the wire type of the net
        types.append(net.getWireType())
return types",Get the wire type of each net and return them as a list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the nets
nets = block.getNets()
termsCount = []
# Iterate through all the nets
for net in nets:
        # Get term counts of the net and append to the array
        termsCount.append(net.getTermCount())
return termsCount",Get term count of every net and return them as list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
output = []
insts = block.getInsts()
# Iterate through all the instances
for inst in insts:
        # Get all the pins connected to the instance
        inst_ITerms = inst.getITerms()
        # Iterate through the pins
        for pin in inst_ITerms:
                if design.isInSupply(pin):
                        continue
                # Get the rise arrival time
                pin_rise_arr = timing.getPinArrival(pin, timing.Rise)
                # Check if the rising arrival time is greater than 0.5 second as mentioned in the prompt
                if pin_rise_arr > 0.5:
                        output.append(pin)
return output",Get all the pins which has the rising arrival time greater than 0.5 sec and return them as list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
insts = block.getInsts()
output = []
# Iterate through all the instances
for inst in insts:
        # Get all the pins connected to the instance
        inst_ITerms = inst.getITerms()
        # Iterate through the pins
        for pin in inst_ITerms:
                if design.isInSupply(pin):
                        continue
                # Get the rising arrival time
                pin_rise_arr = timing.getPinArrival(pin, timing.Rise)
                # Check if the rising arrival time is less than or equal 0.5 second as mentioned in the prompt
                if pin_rise_arr <= 0.5:
                        output.append(pin)

return output",Get all the pins which has the rising arrival time less than or equal to 0.5 second and return them as list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
insts = block.getInsts()
output = []
# Iterate through all the instances
for inst in insts:
        # Get all the pins connected to the instance
        inst_ITerms = inst.getITerms()
        # Iterate through the pins
        for pin in inst_ITerms:
                if design.isInSupply(pin):
                        continue
                # Get the falling arrival time
                pin_fall_arr = timing.getPinArrival(pin, timing.Fall)
                # Check if the fall arrival time is greater than 0.8 second as mentioned in the prompt
                if pin_fall_arr > 0.8:
                        # Append the pin to the output
                        output.append(pin)

return output",Get all the pins which has Pin Fall Arrival Time greater than 0.8 sec and return them as list
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
# Iterate through all the nets
for net in nets:
        # Check if the wire is replaced with a new wire
        if net.isWireAltered():
                return True
return False",Check all the nets and check if any of its wires is replaced with a new wire. Return True if Altered and false otherwise
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the ports (which are known of BTerms in OpenROAD)
ports = block.getBTerms()
d = {}
# Iterate through all the ports
for port in ports:
        # Append the name and net of the port in the dictionary
        d[port.getName()] = port.getNet()
return d",Get all the net of ports and return a dictionay with port name as key and Net of the port as Value of the dictionary
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the ports (which are known of BTerms in OpenROAD)
ports = block.getBTerms()
d = {}
# Iterate through all the ports
for port in ports:
        # Append the name and block pins objects of the port in the dictionary
        d[port.getName()] = port.getBPins()
return d",Get all the design block pins objects of ports and return a dictionay with port name as key and pins of the port as Value of the dictionary
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the design block ports (which are known of BTerms in OpenROAD)
ports = block.getBTerms()
placement_status_with_name = {}
# Iterate through all the ports
for port in ports:
        # Get the name of the port
        name = port.getName()
        # Get the placement status of the port
        status = port.getFirstPinPlacementStatus()
        # Append the placement status and name of the port to the dictionary
        placement_status_with_name[name] = status
return placement_status_with_name",Get the name of every design block port with the placement status of the first pin as a dictionary
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the ports (which are known of BTerms in OpenROAD)
ports = block.getBTerms()
d = {}
output = []
# Iterate through all the ports
for port in ports:
        # Append the port name and signal type of the port to the dictionary
        d[port.getName()] = port.getSigType()
return d",Get the name of every block port with its signal type as a dictionary
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the ports (which are known of BTerms in OpenROAD)
ports = block.getBTerms()
d = {}
output = []
# Iterate through all the ports
for port in ports:
        # Append the port name and IO type of the port to the dictionary
        d[port.getName()] = port.getIoType()
return d",Get all the I/O types of ports and return a dictionay with port name as keys and IO Type of the port as values
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the port with name ""req_val""
port = block.findBTerm(""req_val"")
# Find the boundary box of the port
BBox = port.getBBox()
# Get the X Min of the bounding box
xmin = BBox.xMin()
# Get the Y Min of the bounding box
ymin = BBox.yMin()
# Get the X Max of the bounding box
xmax = BBox.xMax()
# Get the Y Max of the bounding box
ymax = BBox.yMax()
return [[xmin,ymin],[xmax,ymax]]","Get the Bounding Box of a port named ""req_val"". Return a list of coordinates (Xmin, Ymin in one list and Xmax, Ymax in another list) "
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the port with name ""req_val""
port = block.findBTerm('req_val')
# Set SPECIAL attribute to the port
port.setSpecial()",Set SPECIAL attribute port named 'req_val'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the port with name ""req_val""
port = block.findBTerm('req_val')
# Return whether the port has SPECIAL
return port.isSpecial()",Check if the port named 'req_val' has SPECIAL attribute
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
# get and report wire_updated nets
return block.getWireUpdatedNets(nets)",Get the of nets for any wire changes and report the statistics of the nets with changed wires.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return the technology layers
return tech.getLayers()",Get the technolgy layers. The layers are ordered from the bottom mask number to the top mask number.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return the number of layers in this technology.
return tech.getLayerCount()",Get the number of layers in this technology.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return the number of routing-layers in this technology.
return tech.getRoutingLayerCount()",Get the number of routing-layers in this technology.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return the number of vias in this technolgy.
return tech.getViaCount()",Get the number of vias in this technolgy.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return the via generate rules in this technolgy
return tech.getViaGenerateRules()",Get the via generate rules in this technolgy.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Get the technolgy vias. This includes non-default-rule-vias.
return tech.getVias()",Get the technolgy vias
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Get LEF CLEARANCEMEASURE
return tech.getClearanceMeasure()",Get LEF CLEARANCEMEASURE
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Return MANUFACTURINGGRID
# NOTE: Assumes conversion to internal DB units,
# NOT microns or LEF/DEF units
return tech.getManufacturingGrid()",Get MANUFACTURINGGRID
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the net with name ""req_msg[11]""
net = block.findNet(""req_msg[11]"")
# Set the capacitance coupling adjust factor of the net to 1
net.setCcAdjustFactor(1)","Set the capacitance coupling adjust factor of the net with name ""req_msg[11]"" to 1"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the net with name ""req_msg[11]""
net = block.findNet(""req_msg[11]"")
# Set the capacitance coupling calibration factor of the net to 2
net.setCcCalibFactor(2)","Set the capacitance coupling calibration factor of the net with name ""req_msg[11]"" to 2"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get all the nets
nets = block.getNets()
output = {}
# Iterate through all the nets
for net in nets:
        # Append the net name and capacitance coupling match ratio against the net to a dictionary
        output[net.getName()] = net.getCcMatchRatio()
return output",Get the capacitance coupling match ratio against this nets with the name of the net. Return a dictionary with key being the name of the net and value of the dictionary is the capacitance coupling match ratio against the net
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Iterate through the net names ""req_msg[13] and ""clk"" as mentioned in the prompt
for net_name in [""req_msg[13]"", ""clk""]:
        # Find the net with net name as parameter
        net = block.findNet(net_name)
        # Set the coupling capacitance match ratio against the net to 1
        net.setCcMatchRatio(1)","Set the coupling capacitance match ratio against the net with name ""req_msg[13]"" and ""clk""  to 1"
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Get the technology layers
layers = tech.getLayers()
output = []
# Iterate through all the layers
for layer in layers:
        # Get the names of the technology layers
        output.append(layer.getName())
return output",Get the names of the technology layers
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Get all the tehnology layers
layers = tech.getLayers()
output = {}
# Iterate through all the technology layers
for layer in layers:
        # Append the layer name and AREA parameter to the dictionary
        output[layer.getName()] = layer.getArea()
return output",Get the AREA parameter of the technology layers with their name. Return a dictionary with key as the layer name and value as the AREA parameter 
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Get all the technology layers
layers = tech.getLayers()
output = {}
# Iterate through all the layers
for layer in layers:
        # Append the layer name and layer direction to the dictionary
        output[layer.getName()] = layer.getDirection()
return output",Get the directions of the technology layers with their name. Return a dictionary with key as the layer name and value as the layer direction 
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name 'metal8'
layer = tech.findLayer('metal8')
# Return the routing layer corner spacing rule
return layer.getTechLayerCornerSpacingRules()",Get the routing layer corner spacing rules of technology layer with name 'metal8'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the technology layer with name 'metal8'
layer = tech.findLayer('metal8')
# Return the cut layer class rule
return layer.getTechLayerCutClassRules()",Get the cut layer class rule of layer with name 'metal8'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the technology layer with name 'metal8'
layer = tech.findLayer('metal8')
# Get the cut layer spacing rules
return layer.getTechLayerCutSpacingRules()",Get the cut layer spacing rules of layer with name 'metal8'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal10"" 
layer = tech.findLayer('metal10')
# Return the end of line extension rules
return layer.getTechLayerEolExtensionRules()",Get the end of line extension rules of the technology layer with name 'metal10'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology object with technology information
tech = block.getTech()
# Find the layer with name ""via8"" 
layer = tech.findLayer('via8')
# Return the tech layer forbidden spacing rules
return layer.getTechLayerForbiddenSpacingRules()",Get the forbidden spacing rules of the technology layer with name 'via8'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""via1"" 
layer = tech.findLayer('via1')
# Return the keepout zone rules
return layer.getTechLayerKeepOutZoneRules()",Get the keepout zone rules of the technology layer with name 'via1'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the technology layer called ""OVERLAP"" 
layer = tech.findLayer('OVERLAP')
# Return two widths spacing rules
# API for version 5.7 two widths spacing rules, expressed as a 2D matrix
# with index tables
return layer.getTwoWidthsSpacingTableNumWidths()",Get the two widths spacing rules of the technology layer with name 'OVERLAP'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the technology layer with name ""metal1"" 
layer = tech.findLayer('metal1')
# Return the min cut rules
return layer.getTechLayerMinCutRules()",Get the minimum cut rules of the technology layer with name 'metal1'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the technology layer with name ""via2"" 
layer = tech.findLayer('via2')
# Return the  minimum step rules
return layer.getTechLayerMinStepRules()",Get the minimum step rules of the technology layer with name 'via2'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal3""
layer = tech.findLayer('metal3')
# Return the collection of spacing rules for the object, assuming
# coding in LEF 5.4 format.
return layer.getV54SpacingRules()",Get the collection of spacing rules for the layer with name 'metal3'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal4""
layer = tech.findLayer('metal4')
# Return the spacing end of line rules
return layer.getTechLayerSpacingEolRules()",Get the spacing end of line rules of layer with name 'metal4'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal5""
layer = tech.findLayer('metal5')
# Return the layer type
return layer.getType()",Get the type of technology layer with name 'metal5'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""via3""
layer = tech.findLayer('via3')
# Return the wrong direction spacing rules
return layer.getTechLayerWrongDirSpacingRules()",Get the wrong direction spacing rules of layer with name 'via3'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal1""
layer = tech.findLayer('metal1')
# Return the x-axis offset
return layer.getOffset()",Get the offset along the x-axis of the technology layer with name 'metal1'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal2""
layer = tech.findLayer('metal2')
# Return the x-axis offset
return layer.getOffsetX()",Get the offset along the x-axis of the technology layer with name 'metal2'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal3""
layer = tech.findLayer('metal3')
# Return the y-axis offset
return layer.getOffsetY()",Get the offset along the y-axis of the technology layer with name 'metal3'
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the technology information
tech = block.getTech()
# Find the layer with name ""metal3""
layer = tech.findLayer('metal3')
# Return the y-axis offset
layer.setOffsetXY(0.2, 0.15)",Change the offset setting along the x-axis to 0.2 microns and the y-axis to 0.15 microns for the technology layer named 'metal3'.
"# Retrieve block information
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Get the technology information
tech = block.getTech()

# Initialize a dictionary to store instance halos
inst_halos = {}

# Iterate through each instance
for inst in insts:
    # Store the halo information for each instance
    inst_halos[inst.getName()] = inst.getHalo()

# Find layer information for 'metal4'
layer1 = tech.findLayer('metal4')

# Get technology layer spacing End-of-Line (EOL) rules for 'metal4'
layer_spacing_eol_rules = layer1.getTechLayerSpacingEolRules()

# Find layer information for 'metal8'
layer2 = tech.findLayer('metal8')

# Get technology layer corner spacing rules for 'metal8'
layer2_corner_spacing_rules = layer2.getTechLayerCornerSpacingRules()

# Find layer information for 'metal5'
layer3 = tech.findLayer('metal5')

# Get technology layer cut class rules for 'metal5'
layer_cut_class_rules = layer3.getTechLayerCutClassRules()

# Store all the collected information in a dictionary
result = {
    ""halos"": inst_halos,
    ""metal4_EOL"": layer_spacing_eol_rules,
    ""metal8_corner_spacing_rules"": layer2_corner_spacing_rules,
    ""cut_class_rules"": layer_cut_class_rules
}

# Return the collected information
return result","Get the following in a dictionary, with the given key names:
1. get all the halos of the instances with inst name as key. the key should be halos.
2. Get the routing layers spacing EOL rules of layer with name 'metal4'. The key should be metal4_EOL.
3. Get the routing layers corner spacing rules of layer with name 'metal8'. The key should be metal8_corner_spacing_rules.
4. get the routing layers cut class rules of layer with name 'metal8'. The key name for this will be cut_class_rules."
"# Get the current design block
block = design.getBlock()

# Retrieve the capacitor-coupled segments
cc_segments = block.getCCSegs()

# Get all instances
insts = block.getInsts()

# Dictionary to store source type of instances on level 1 whose master cells are either NAND or NOR
src_type = {}

# Iterate through each instance
for inst in insts:
    # Get the library cell of the instance
    master = inst.getMaster()
    
    # Check if the library cell is special power type
    if master.isSpecialPower():
        # Set the master of the instance as frozen so dbMTerms cannot be added or delete from the master once it is frozen.
        inst.getMaster().setFrozen(True)
    
    # Check if the name of library cell is ""NAND2_X1"" or ""NOR3_X1"" and the instance is on level 1
    if (master.getName() == ""NAND2_X1"" or master.getName() == ""NOR3_X1"") and inst.getLevel() == 1:
        # Store the source type of the instance in the dictionary
        src_type[inst.getName()] = inst.getSourceType()

# Return the tuple containing the cc_segments and the source type dictionary of instances
return (cc_segments, src_type)","Retrieve the capacitor-coupled segments and frozen the library cells with special power type, then get source type of all the instances on level 1 whose master cells are either ""NAND2_X1"" or ""NOR3_X1""."
